"Date" "High" "Low" "Last" "Bid" "Ask" "Volume" "VWAP"
"313" 2015-03-05 280.5 262.2 273 273 273.82 11279.69881028 270.22
"314" 2015-03-06 276.46 269 273.29 272.78 273.32 7167.25024213 272.66
"315" 2015-03-07 279.48 270 275.74 275.71 276 5599.87623784 274.85
"316" 2015-03-08 277.59 271.12 274.83 274.12 274.76 4519.81112053 274.53
"317" 2015-03-09 289 273.83 286 285.7 285.97 11854.90232574 282.73
"318" 2015-03-10 296.8 283.96 291.38 291.38 291.4 13030.0154149 291.14
"319" 2015-03-11 295.58 285.83 295.29 294.6 295.3 6521.86904484 291.58
"320" 2015-03-12 297.95 289 294.58 294.48 294.58 8319.42178831 294.62
"321" 2015-03-13 296.17 282.99 287.48 287.16 287.44 8972.70985456 289.52
"322" 2015-03-14 287.69 280.46 283.33 282.71 283.18 6113.84463488 284.13
"323" 2015-03-15 287.75 281.42 286.91 286.43 286.91 2415.32243575 285.13
"324" 2015-03-16 294.26 285.67 290.01 289.5 290.02 6449.29675733 290.76
"325" 2015-03-17 292.99 281.9 284.5 284 284.49 6342.65827198 288.34
"326" 2015-03-18 284.5 249.02 256.71 256.71 256.75 21064.28471928 267.8
"327" 2015-03-19 265.95 249 261.72 261.45 261.75 15747.66379126 258.33
"328" 2015-03-20 265.27 257 262.61 262.14 262.66 5671.16529654 260.82
"329" 2015-03-21 262.69 256.25 259.48 259.3 259.47 4618.50540877 259.46
"330" 2015-03-22 269.37 259.24 268.34 268.3 268.38 4844.46375669 263.74
"331" 2015-03-23 272 259.5 266.92 266.58 266.87 9767.88771587 266.44
"332" 2015-03-24 266.86 241.84 248.16 248.15 248.32 18425.79501604 250.23
"333" 2015-03-25 250 236.4 247.08 246.63 246.98 13465.16610475 243.62
"334" 2015-03-26 253.75 244.91 249.15 248.91 249.15 8516.27878112 250.53
"335" 2015-03-27 250.52 245.12 248.29 248.29 248.74 5686.47534872 247.94
"336" 2015-03-28 253.83 247.17 252.3 252.46 253.1 6106.8079366 250.99
"337" 2015-03-29 253.1 239.96 243.18 242.8 243.01 6666.40490004 244.12
"338" 2015-03-30 248.86 236.52 246.29 246.21 246.27 8570.25394194 244.46
"339" 2015-03-31 248.59 238.55 244.94 244.86 244.94 7921.89612758 243.76
"340" 2015-04-01 246.74 239.32 246.22 246.21 246.36 6278.18394268 243
"341" 2015-04-02 256.96 244.52 251.91 251.69 251.82 9809.19996007 249.98
"342" 2015-04-03 256.67 250.9 253.79 253.53 253.78 5101.97572097 254.03
"343" 2015-04-04 255.85 250.76 253.15 253.2 253.32 2908.70838331 252.92
"344" 2015-04-05 260.02 251.65 257.4 257.23 257.39 4794.31348847 256.07
"345" 2015-04-06 262.98 254 255.93 255.53 255.94 6808.79318189 258.06
"346" 2015-04-07 256.62 251.5 254.48 254.48 254.5 6142.16633808 254.29
"347" 2015-04-08 254.96 243.06 245.76 245.77 245.79 11536.95503257 246.97
"348" 2015-04-09 246.3 238.47 242.68 242.64 242.68 8087.39271925 243.33
"349" 2015-04-10 243.94 231 234.95 234.57 234.94 11384.67525188 236.37
"350" 2015-04-11 239.42 233 235.7 235.28 235.75 4237.1213552 235.99
"351" 2015-04-12 237.5 233.42 236.29 236.29 236.45 3193.93656652 236.13
"352" 2015-04-13 236.9 219.64 220.89 220.89 221 13246.84680813 229.47
"353" 2015-04-14 224.8 210 213.84 213.43 213.8 18029.92026245 218.21
"354" 2015-04-15 222.43 213.23 220.05 220.07 220.26 10034.7373863 219.12
"355" 2015-04-16 229.67 218.5 228.8 228.82 228.93 11412.15792588 225.98
"356" 2015-04-17 229.14 220 222.7 222.56 222.69 8219.13539015 223.96
"357" 2015-04-18 224.72 220.32 223.54 223.47 223.53 4847.9878022 222.68
"358" 2015-04-19 227.35 221.91 222.89 222.89 222.92 5856.88316548 224.79
"359" 2015-04-20 226.51 221.43 223.26 223.24 223.26 5834.92493971 224.21
"360" 2015-04-21 235.61 223.02 233.5 233.46 233.5 9407.7243688 228.32
"361" 2015-04-22 238.64 229.1 232.12 231.99 232.12 11033.8528833 235.29
"362" 2015-04-23 236.22 231.04 234.62 234.61 234.7 8665.01761001 234.31
"363" 2015-04-24 236 228 230.43 230.42 230.43 8269.70130893 231.34
"364" 2015-04-25 232.29 225.7 226.97 226.98 226.99 5576.85006911 228.6
"365" 2015-04-26 227.26 214.98 219.6 219.52 219.56 11236.93446 219.55
"366" 2015-04-27 229.9 217.52 229.84 229.56 229.88 12142.51230584 222.07
"367" 2015-04-28 229.93 221.45 224.68 224.65 224.8 10918.92706085 225.14
"368" 2015-04-29 226.99 221.81 226.17 226.13 226.17 8797.56551374 224.8
"369" 2015-04-30 240 224.6 236 235.79 236 12013.35865245 232.92
"370" 2015-05-01 239.23 232.57 234.26 234.12 234.39 6579.6126659 235.26
"371" 2015-05-02 234.79 229.87 234.66 234.67 234.77 4928.00809653 232.32
"372" 2015-05-03 242.25 232.31 238.99 238.95 238.99 4460.75475343 238.86
"373" 2015-05-04 242.2 236.07 237.05 237.06 237.22 6885.71790093 238.68
"374" 2015-05-05 238.99 229.66 234.9 234.71 234.9 9005.89120663 233.91
"375" 2015-05-06 235.98 227.1 229.8 229.22 229.8 8223.26434312 233.41
"376" 2015-05-07 240 227.01 238.04 238.01 238.04 11233.45011893 232.76
"377" 2015-05-08 246.57 235.29 243.59 243.63 243.89 9764.55239456 240.98
"378" 2015-05-09 247.01 238.62 242.55 242.39 242.63 5581.00914925 242.24
"379" 2015-05-10 244.99 238.02 240.1 239.11 240.1 3584.69231372 241.03
"380" 2015-05-11 244.51 237.99 240.92 240.92 241.55 9152.26647804 240.8
"381" 2015-05-12 242 237.54 241.68 241.25 241.66 8727.8314694 240.23
"382" 2015-05-13 244.14 235.68 235.75 235.75 235.95 7888.16790692 241.77
"383" 2015-05-14 239.7 232.22 236.68 236.42 236.68 9089.7092134 236.68
"384" 2015-05-15 239.28 236.05 237.39 237.23 237.39 4303.6540788 237.28
"385" 2015-05-17 237 234.15 235.73 235.51 235.73 2566.24842558 235.96
"386" 2015-05-18 236.94 231.44 232.37 232.22 232.4 7204.78998299 235.23
"387" 2015-05-19 234.24 230.86 232.38 232.35 232.37 5714.56069896 232.7
"388" 2015-05-20 234.86 231 233.54 233.53 233.77 7644.62708875 233.55
"389" 2015-05-21 236.52 233.01 235.21 235.26 235.57 4844.59253527 235.15
"390" 2015-05-22 240.9 232.92 238.1 237.83 238.1 10277.28849179 236.69
"391" 2015-05-23 240.67 237.4 238.2 238.22 238.46 3456.98682048 239.27
"392" 2015-05-25 240.67 233.1 235.56 235.38 235.56 5502.84601319 236.41
"393" 2015-05-26 237.96 234 236 235.9 236 8162.3656012 236.04
"394" 2015-05-27 237.35 234 234.99 234.97 234.99 8874.42901868 235.66
"395" 2015-05-28 236.79 234.87 236.57 236.57 236.69 5047.11303401 235.88
"396" 2015-05-29 236.8 234 235.78 235.52 235.78 6278.85109123 235.53
"397" 2015-05-30 236.21 231 231.83 231.56 231.83 4382.00935297 233.21
"398" 2015-05-31 232.51 229.99 230.36 230.16 230.2 3861.36098068 231.34
"399" 2015-06-01 231.2 220.65 221.46 221.35 221.57 12045.05852108 225.67
"400" 2015-06-02 226.38 221.34 225.2 224.95 225.2 8338.69022974 223.62
"401" 2015-06-03 226.99 222.57 225.33 225.33 225.74 5614.75967242 225.08
"402" 2015-06-04 225.98 222.74 223.92 223.9 223.98 4653.1142349 224.75
"403" 2015-06-05 225.9 219.03 224.99 224.86 224.99 8579.74351374 223.17
"404" 2015-06-06 225.26 223.07 224.49 224.38 224.48 2800.00895428 224.42
"405" 2015-06-07 225.48 221.86 222.08 222.29 222.54 3543.47475127 224.04
"406" 2015-06-08 229.4 222.09 228.14 228.14 228.24 8674.80247514 225.84
"407" 2015-06-09 230.79 226.67 229.88 229.78 229.83 9033.20796738 229.14
"408" 2015-06-10 229.88 226.83 228 228.1 228.15 6340.00184472 228.44
"409" 2015-06-11 229.57 226.95 228.88 228.72 228.88 5036.76596906 228.74
"410" 2015-06-12 230.7 228.01 229.84 229.7 229.85 5847.64329542 229.73
"411" 2015-06-13 232.02 228.06 232 231.76 231.94 4073.3625864 230.49
"412" 2015-06-14 234 230.94 231.45 231.45 231.6 3587.50627611 232.26
"413" 2015-06-15 237.09 231 236 236 236.01 10066.78615004 234.37
"414" 2015-06-16 252.05 234.35 245.6 245.6 245.9 17010.36015264 242.19
"415" 2015-06-17 257.39 244.97 246.75 246.66 246.88 17580.75022671 250.42
"416" 2015-06-18 251.58 240 247.03 247.03 247.8 11591.3032729 246.36
"417" 2015-06-19 249.93 244.15 245.85 245.85 245.95 6028.72718898 246.86
"418" 2015-06-20 245.95 239.93 244.5 244.4 244.48 5298.11552768 242.65
"419" 2015-06-21 245 241.06 243.05 243.05 243.14 2144.76826481 243.32
"420" 2015-06-22 247.99 242.64 247.2 247.19 247.2 4930.80458017 245.31
"421" 2015-06-23 247.67 242.14 244.59 244.21 244.59 4868.32864617 244.58
"422" 2015-06-24 244.59 238.2 240.75 240.59 240.75 6852.48806607 241.41
"423" 2015-06-25 242.9 239.18 241.2 241.23 241.25 4965.00959955 241.31
"424" 2015-06-26 242.5 240 242.5 242.34 242.5 4751.56897282 241.52
"425" 2015-06-27 250.99 242.26 250.71 250.76 250.77 6713.61085316 246.18
"426" 2015-06-28 252 247.04 248.34 248.33 248.34 7036.76341851 249.65
"427" 2015-06-29 256.94 248.04 254.78 254.78 254.8 14873.58008077 253.6
"428" 2015-06-30 268 254.22 263.2 263.21 263.26 20256.7212914 262.09
"429" 2015-07-01 265.25 253.81 258.4 258.4 259.04 13159.68799898 257.98
"430" 2015-07-02 260.77 253.19 254.5 254.42 254.5 10317.84040374 256.15
"431" 2015-07-03 256.44 252.4 256.02 255.77 255.82 8862.13581379 254.61
"432" 2015-07-04 261 254.05 261 260.99 261 7599.63201933 257.14
"433" 2015-07-05 274.74 258.75 270.78 270.38 270.77 20479.61309928 265.73
"434" 2015-07-06 278.54 267.13 274.85 274.84 274.85 20061.59366724 273.28
"435" 2015-07-07 274.85 264.01 265.52 265.38 265.39 14258.78393411 267.39
"436" 2015-07-08 273.24 263.01 266.66 266.65 266.66 16549.92911579 268.16
"437" 2015-07-09 271.98 265.92 269.83 269.83 269.85 14093.2953132 269.2
"438" 2015-07-10 294.71 268.63 285.77 285.77 286.5 28344.72651077 284.2
"439" 2015-07-11 298.05 283.85 292.31 292.21 292.31 12272.35741733 291.8
"440" 2015-07-12 317.99 291.64 307.97 307.92 307.94 21752.1788212 306.09
"441" 2015-07-13 311.64 281 292.22 292.38 292.97 30704.92974397 292.37
"442" 2015-07-14 297.13 286.02 289.15 289.19 289.99 9742.3141773 291.41
"443" 2015-07-15 293.7 287.15 290.86 290.68 290.86 7793.51818832 290.92
"444" 2015-07-16 292.4 274.92 280 280.01 280.28 22721.51179368 282.45
"445" 2015-07-17 280.73 272.31 279 278.44 278.9 12677.15704057 276.81
"446" 2015-07-18 283 276.76 276.79 276.78 276.79 9541.62349999 278.82
"447" 2015-07-19 278.1 275.18 275.36 275.18 275.33 4827.3706795 276.23
"448" 2015-07-20 279.16 274.62 277.79 277.66 277.97 8958.92112453 277.19
"449" 2015-07-21 281.07 277.38 278.96 278.97 278.99 7613.2605551 279.41
"450" 2015-07-22 278.99 275 276.37 276.12 276.36 9504.57033952 276.66
"451" 2015-07-23 278.55 275.5 276.64 276.5 276.61 7711.17029869 277.03
"452" 2015-07-24 289.7 275.9 289.43 289.03 289.43 14959.39538016 284.05
"453" 2015-07-25 292 286.5 288.27 288.08 288.26 8219.01409036 289.22
"454" 2015-07-26 294 287.36 292.72 292.66 292.89 5289.61113422 291.15
"455" 2015-07-27 297.28 286.43 296.25 296.27 296.5 13844.49812483 291.61
"456" 2015-07-28 297.44 292.19 294.2 293.88 294.2 9983.61541049 294.76
"457" 2015-07-29 294.69 287.27 291.26 291.16 291.27 9952.49007242 290.8
"458" 2015-07-30 291.32 284.53 287.34 287.12 287.35 8318.65885003 287.87
"459" 2015-07-31 289 281.8 284.66 284.49 284.65 7899.7286527 284.28
"460" 2015-08-01 285.16 276.66 280.57 280.19 280.58 7232.64930328 280.6
"461" 2015-08-02 282 276.57 281.33 281.35 281.56 4302.27401717 279.22
"462" 2015-08-03 285.8 279.52 283.5 283.5 283.79 6267.56385366 283.17
"463" 2015-08-04 285.88 280.26 285.35 285.34 285.35 6366.66906345 283.56
"464" 2015-08-05 285.86 280.63 281.99 281.87 281.99 6536.73945091 282.67
"465" 2015-08-06 281.99 276.8 277.61 277.5 277.97 6857.40022844 279
"466" 2015-08-07 280.43 274.19 279.54 279.32 279.62 8996.85118851 277.36
"467" 2015-08-08 279.97 266.8 267.04 266.81 267.01 8880.01438774 271.96
"468" 2015-08-09 268.95 260.41 264.66 264.54 264.94 10052.88537958 263.99
"469" 2015-08-10 266.79 261.6 264.19 264 264.19 9571.44436729 264.33
"470" 2015-08-11 268.99 263.07 268.86 268.86 268.95 8022.93245922 265.7
"471" 2015-08-12 271.5 265.71 270.13 269.6 269.95 9592.52278737 268.23
"472" 2015-08-13 270.41 262.32 264.99 264.73 264.99 11313.42204357 265.38
"473" 2015-08-14 266.99 262 266.45 266.28 266.46 8181.87166202 264.79
"474" 2015-08-15 266.5 262.5 262.56 262.44 262.61 4567.31959262 265.09
"475" 2015-08-16 263.06 254.01 256.98 256.67 256.98 10359.09754102 257.94
"476" 2015-08-17 259.12 254.63 256.21 256.2 256.21 8624.37261519 256.96
"477" 2015-08-18 256.99 247 251.88 251.34 251.88 10537.85491112 253.47
"478" 2015-08-19 251.88 221.11 225.47 224.5 225.64 29222.47472594 232.55
"479" 2015-08-20 236.66 223 236.23 235.72 236.23 15742.35133914 232.8
"480" 2015-08-21 236.66 231.77 233.21 233.05 233.21 10040.42383395 234.05
"481" 2015-08-22 235.2 223.01 230.57 230.27 230.84 16939.77875383 229.43
"482" 2015-08-23 234.03 225.85 228.01 227.42 228.01 12625.85926468 229.66
"483" 2015-08-24 228.99 207.73 209.63 209.11 209.61 34433.55938346 218.09
"484" 2015-08-25 228.04 198.12 221.71 221.36 221.7 43449.15997443 214.18
"485" 2015-08-26 231.09 219.77 226.09 225.92 226.09 25454.54629009 226.04
"486" 2015-08-27 228.89 223.17 227.01 227.02 227.05 14159.72045306 226.27
"487" 2015-08-28 235.93 220.29 233.25 233.25 233.65 23315.37622881 228.59
"488" 2015-08-29 233.9 226.67 228.73 228.24 228.52 14873.72801387 230.44
"489" 2015-08-30 232.75 225.04 226.97 226.8 226.97 16680.91021647 228.18
"490" 2015-08-31 232.49 224.39 230.4 230.24 230.39 15589.03800718 228.82
"491" 2015-09-01 231.67 226.17 227.25 227.16 227.25 23896.45324347 228.25
"492" 2015-09-02 230.77 226 229.38 228.85 229.49 21576.98016147 228.63
"493" 2015-09-03 229.96 226.5 227.11 226.95 227.23 19693.45308583 227.73
"494" 2015-09-04 231.4 226.33 230.77 230.78 230.92 20956.78231747 229.29
"495" 2015-09-05 237.22 229.23 235.55 235.29 235.54 19713.36010012 233.32
"496" 2015-09-06 244.2 235.02 241.24 241.22 241.53 26012.93282574 240.3
"497" 2015-09-07 242.91 238.44 241.22 241.16 241.31 22997.89436653 240.46
"498" 2015-09-08 246.24 239.89 243.99 243.87 244 24417.09010602 243.63
"499" 2015-09-09 244.22 237.01 238.48 238.48 238.61 22858.50128757 240.02
"500" 2015-09-10 241.65 234.78 238.87 238.72 238.87 20995.10758852 239.12
"501" 2015-09-11 240.94 237.5 239.95 239.44 239.95 13548.57737958 239.69
"502" 2015-09-12 240.02 233.02 235.83 235.67 235.83 16951.20281333 237.66
"503" 2015-09-13 236.15 228 228.99 228.9 228.99 16838.07737181 232.04
"504" 2015-09-14 232.92 223.99 230.91 230.9 230.91 19691.3283305 229.43
"505" 2015-09-15 231.21 226.5 229.14 229.04 229.31 17520.35194677 229.9
"506" 2015-09-16 230.5 223 227.99 227.68 227.99 18568.2412912 227.69
"507" 2015-09-17 235 227 232.6 232.51 232.6 14677.17710931 230.73
"508" 2015-09-18 234.4 230.83 232.88 232.9 233.79 17756.57598811 233.06
"509" 2015-09-19 233.8 229.98 230.5 230.49 230.5 12696.7022794 231.89
"510" 2015-09-20 231.7 229.01 229.6 229.6 229.8 13225.28140873 230.41
"511" 2015-09-21 230.44 225 226.04 226.14 226.96 13599.72766166 227.24
"512" 2015-09-22 231.96 223.12 229.44 229.34 229.52 19883.97513367 228.08
"513" 2015-09-23 231.5 228 229.79 229.03 229.79 13634.04499499 230.11
"514" 2015-09-24 235.52 228.53 233.73 233.62 233.73 23736.79018014 231.64
"515" 2015-09-25 237.25 232 234.39 234.23 234.39 23241.09640068 235.11
"516" 2015-09-26 235.67 233 234.61 234.61 234.87 15041.69461605 234.35
"517" 2015-09-27 234.67 231.16 232.56 232.02 232.73 17442.0192351 232.59
"518" 2015-09-28 239.68 231.58 238.85 238.62 238.85 16909.87786196 237.2
"519" 2015-09-29 240.56 235.09 236.72 236.69 237.23 20184.25136089 237.68
"520" 2015-09-30 238.27 234.67 236.84 236.38 236.84 21200.91624286 236.36
"521" 2015-10-01 239.44 235.01 237.5 237.5 237.96 20092.71666021 237.08
"522" 2015-10-02 239.06 235 237.32 237.51 237.67 17251.75131072 237.52
"523" 2015-10-03 239.86 236.3 239.66 238.93 239.5 18065.29995471 238.28
"524" 2015-10-04 239.98 237.75 238.4 237.82 238.38 14889.0549931 238.93
"525" 2015-10-05 240.25 236.1 240.25 240.23 240.25 19166.56468976 238.09
"526" 2015-10-06 248.19 239.52 246.09 245.43 245.94 27517.60019561 242.83
"527" 2015-10-07 247.65 242.3 243.57 243.57 243.9 23000.74901265 245.15
"528" 2015-10-08 244.76 242.06 243.19 243.04 243.57 14743.18527565 243.67
"529" 2015-10-09 244.95 242.16 244.03 244.03 244.56 14346.42372247 243.47
"530" 2015-10-10 246.43 243 245.73 245.73 245.76 17345.74100141 244.85
"531" 2015-10-11 248.46 244.53 247.21 247.34 248.06 12003.94884306 246.73
"532" 2015-10-12 248.5 245.01 245.78 245.78 246.15 17082.47157692 247.31
"533" 2015-10-13 250.89 242.82 248.99 248.7 248.99 26382.362859 246.27
"534" 2015-10-14 255.93 248.06 253.82 253.39 254.11 26927.0482396 250.58
"535" 2015-10-15 256.5 250.3 254.43 253.72 254.42 22212.88749119 254.75
"536" 2015-10-16 267 253.6 261.5 260.93 261.33 31586.92804296 260.89
"537" 2015-10-17 273 259.73 268.1 267.46 268.08 27371.15723744 267.64
"538" 2015-10-18 271.17 260 262 261.43 262 10929.56638749 265.12
"539" 2015-10-19 266.01 259.82 263.28 263.28 263.7 15946.35945626 262.11
"540" 2015-10-20 272.95 262.67 268.34 268.33 268.54 28055.71032466 266.18
"541" 2015-10-21 272.69 264 268.36 268.36 268.69 22473.26559242 268.73
"542" 2015-10-22 280.04 267.26 274.31 274.3 274.31 25561.28927674 273.54
"543" 2015-10-23 280.19 273.46 277.09 276.38 277.06 25660.42177043 276.97
"544" 2015-10-24 281.6 276.26 279.99 279.41 279.99 19110.4462763 279.94
"545" 2015-10-25 296 279.17 287.5 287.52 287.97 30137.76284561 289.09
"546" 2015-10-26 288.83 279.25 286.48 286.33 286.48 21808.34165464 283.79
"547" 2015-10-27 300 285.09 297.34 297.24 297.7 33034.7548956 292.7
"548" 2015-10-28 308.48 291 302.71 302.41 302.71 32400.38633505 301.25
"549" 2015-10-29 319.6 301.7 314.63 313.85 314.89 31698.8453267 310.24
"550" 2015-10-30 334.05 313 325.27 325.27 325.43 38536.3401551 323.81
"551" 2015-10-31 334.67 302.99 309.09 308.81 309.09 29718.0076443 319.29
"552" 2015-11-01 329.85 303.01 326.43 326.18 326.42 14221.50600541 315.82
"553" 2015-11-02 368.74 320 363 363.01 364.21 41874.68290541 346.07
"554" 2015-11-03 420.77 359.31 401.86 401.86 403.21 76438.14787878 387.2
"555" 2015-11-04 502 368.11 397 397 397.98 105066.2378149 445.98
"556" 2015-11-05 448.79 364.37 391.47 389.66 391.3 64194.20369534 402.04
"557" 2015-11-06 396.67 353.26 374.3 374.01 376.11 47849.15628068 373.75
"558" 2015-11-07 392.82 369.01 386.98 386.5 386.98 26862.28040579 383.15
"559" 2015-11-08 390.47 366.18 373.44 373.44 373.66 27042.06887912 381.33
"560" 2015-11-09 386.79 360.54 380.83 380.39 380.82 25442.75105022 376.32
"561" 2015-11-10 381.74 323.63 332.95 332.95 333 47376.79023855 358.62
"562" 2015-11-11 341.41 294 303.5 302.7 303.27 52771.95093005 314.61
"563" 2015-11-12 344.78 298 331.95 331.41 331.91 36738.16169284 325.19
"564" 2015-11-13 342 325 338.37 338.79 339.18 24644.51802757 333.96
"565" 2015-11-14 356.1 328 337.54 337.54 337.95 23337.47760778 336.38
"566" 2015-11-15 339.1 314.6 320.29 318.79 320.26 31413.56697987 325.13
"567" 2015-11-16 332.2 315 328.53 328.54 329 20085.21084351 323.45
"568" 2015-11-17 350.44 327.55 337.61 337.64 338 29698.3009735 335.85
"569" 2015-11-18 337.89 330.28 335.6 335.6 336.17 27623.47109489 334.5
"570" 2015-11-19 337.09 325.88 327.79 326.9 327.79 26432.17627049 332.34
"571" 2015-11-20 327.8 310 320.93 320.83 320.93 22144.08854613 319.24
"572" 2015-11-22 326.6 320.13 323.49 323.48 323.66 4110.25103178 323.18
"573" 2015-11-23 326.09 320.39 323.01 322.99 323.01 5139.69387827 323.43
"574" 2015-11-24 323.5 317 319.81 319.13 319.81 8500.73923814 320.94
"575" 2015-11-25 330.84 316 327.85 327.27 327.83 12515.70504489 323.4
"576" 2015-11-26 369.7 327.28 351.03 351.04 351.05 34780.16942707 349.14
"577" 2015-11-27 364.8 347.84 359.43 359.2 359.43 13990.60006629 357.73
"578" 2015-11-28 360.49 350.41 355.21 354.66 355.21 6519.38154496 354.99
"579" 2015-11-29 372.78 354.45 372.23 372.22 372.23 7481.75529569 364.13
"580" 2015-11-30 383 367.11 378.57 378.33 378.57 18081.29568855 376.02
"581" 2015-12-01 379 354.56 363 363 363.17 15926.25708427 365.03
"582" 2015-12-02 363.17 348.64 359.92 359.35 359.92 11923.97085698 355.55
"583" 2015-12-03 370.53 356.21 361.35 361.35 361.45 12599.77780106 362.76
"584" 2015-12-04 364.3 355.92 362.41 362.43 362.44 9844.59143082 360.03
"585" 2015-12-05 389.89 361.14 388.11 388.9 389 15399.73753162 376.51
"586" 2015-12-06 399.85 380.74 392.44 391.44 392.44 15704.51367317 391.52
"587" 2015-12-07 399.91 381.01 395.98 395.66 395.68 14840.53658877 392.29
"588" 2015-12-08 397.99 388.33 395.54 395.59 395.6 8086.27438062 394.52
"589" 2015-12-09 424.95 395.14 417.23 416.9 417.23 24734.45875291 413.33
"590" 2015-12-10 419.79 408.91 416.18 416.06 416.18 8596.35355461 415.28
"591" 2015-12-11 454.36 415.13 449.17 449.06 449.18 27876.84618142 437.26
"592" 2015-12-12 467.8 403 434.1 434.1 434.16 30496.37154407 433.31
"593" 2015-12-13 442.97 422.03 434.3 434.8 435.17 11727.27604268 435.17
"594" 2015-12-14 448.12 428.42 442.67 441.42 442.69 13716.75080559 440.95
"595" 2015-12-15 464.99 440.72 462.5 461.81 462.5 17590.15464299 454.55
"596" 2015-12-16 465 436.89 454.06 454.08 454.38 24059.44148613 454.92
"597" 2015-12-17 458.84 448.75 454.86 455 455.98 6676.27980676 454.69
"598" 2015-12-18 466.64 453.5 463 463 463.28 12733.45781153 459.64
"599" 2015-12-19 465.9 452.03 461.34 460.75 461.32 6981.52906164 461.59
"600" 2015-12-20 462 433.83 442.18 442.18 442.94 16661.88034146 447.06
"601" 2015-12-21 450 425.52 435.16 434.14 435.16 18644.64341507 436.21
"602" 2015-12-22 443.58 433.06 435.24 435.24 435.52 8360.3790414 437.44
"603" 2015-12-23 445.52 434.43 442.7 442.07 442.7 7063.45986706 439.93
"604" 2015-12-24 459.54 442.09 455.12 455.02 455.12 10298.73620455 453.34
"605" 2015-12-25 458.33 448 456.23 455.61 456.23 2920.48175105 453.58
"606" 2015-12-26 457.45 407.25 415.74 415.74 416.9 26269.12468305 427.1
"607" 2015-12-27 425.42 410.5 424.79 424.02 424.75 7200.09137721 419.05
"608" 2015-12-28 429.86 417.01 421.44 420.85 421.48 7427.06343119 423.91
"609" 2015-12-29 433.17 418.55 427.93 428.54 428.71 10337.46228127 426.17
"610" 2015-12-30 434.97 420.75 428 427.06 428 8004.12757355 429.76
"611" 2015-12-31 433.89 419.99 431.26 430.45 431.29 6665.04862313 426.99
"612" 2016-01-01 436 427.2 433.55 433.32 433.55 3802.90026415 433
"613" 2016-01-02 435.99 430.42 433.54 432.89 434.13 2971.48759381 433.32
"614" 2016-01-03 434.17 424.06 428.62 428.25 429.77 4528.01997177 428.63
"615" 2016-01-04 435.86 428.42 435 435 435.28 5656.97442984 432.72
"616" 2016-01-05 435.5 429.5 432.55 432.15 432.55 3971.56267541 432.18
"617" 2016-01-06 432.67 426.54 431.6 431.59 431.6 5299.74387643 430.12
"618" 2016-01-07 457.14 429.11 455.76 454.74 455.78 15982.39472901 446.65
"619" 2016-01-08 465 444.51 453.7 453.39 453.72 11272.24472846 454.19
"620" 2016-01-09 454 446.68 451.05 450.6 450.89 4413.86389162 449.78
"621" 2016-01-10 450.89 440.8 446.76 446.88 447.11 4069.32027415 444.66
"622" 2016-01-11 451.13 438 448.59 448.02 448.41 7906.62750051 445.35
"623" 2016-01-12 449 442.88 446.61 445.66 446.61 4239.01240287 445.97
"624" 2016-01-13 446.97 424.5 433.09 432.85 433.04 12816.43550355 431.73
"625" 2016-01-14 434 427 429.94 429.84 429.94 4417.84801304 430.71
"626" 2016-01-15 429.8 360 360 360.02 360.75 37318.73872845 395.34
"627" 2016-01-16 392.07 352 387.28 387.28 387.8 25023.83237925 372.27
"628" 2016-01-17 391.14 376 380.16 379.5 380.16 8418.65363509 382.82
"629" 2016-01-18 388.5 373.63 385.49 385.47 385.49 7015.54403737 382.05
"630" 2016-01-19 386.92 375.59 376.76 376.73 377.92 7223.00324232 381.88
"631" 2016-01-20 422.98 372.53 416.32 418.45 418.93 25180.78241948 400.09
"632" 2016-01-21 421.25 404.59 409.59 409.42 409.59 9414.55707194 412.83
"633" 2016-01-22 410.07 374.45 382.63 382.56 382.85 14742.8419172 389.81
"634" 2016-01-23 395 381.05 386.4 385.12 386.37 7664.89092787 388.05
"635" 2016-01-24 405.97 385.36 402.16 402.16 402.91 5448.8452132 399.44
"636" 2016-01-25 402.31 385.5 390.9 390.01 390.1 8040.83085608 394.12
"637" 2016-01-26 397.7 386.2 391.77 391.66 391.77 6589.15355022 392.46
"638" 2016-01-27 397 390.31 394.95 394.31 394.91 4262.62933663 394.34
"639" 2016-01-28 395.56 376 379.75 378.64 379.67 11414.04549852 382.11
"640" 2016-01-29 383.99 363.73 378.22 377.54 378.39 13544.14541999 375.41
"641" 2016-01-30 380.42 372.95 375.64 375.85 376.61 2587.10717327 377.1
"642" 2016-01-31 379.3 364.7 368.49 367 368.49 4166.66582034 374.39
"643" 2016-02-01 378.2 366.53 371.81 371.69 371.82 7255.13421769 372.6
"644" 2016-02-02 375 369.73 373.05 372.67 373.05 5719.11332356 373.07
"645" 2016-02-03 374 365 368.38 368.4 368.52 7107.78660836 370.21
"646" 2016-02-04 391.88 367.95 387.82 387.83 388 13446.47968297 382.16
"647" 2016-02-05 389.5 382.99 385 384.34 385 7372.61395629 387.15
"648" 2016-02-06 384.98 371.35 375.39 375.39 375.98 5735.69706556 376.46
"649" 2016-02-07 380 373.04 375 374.58 375 2885.48241846 376.02
"650" 2016-02-08 378.99 369.99 370.91 370.92 371.51 6943.10816682 374.4
"651" 2016-02-09 377 369.12 373.22 372.62 373.2 5779.60735622 373.25
