"Date" "High" "Low" "Last" "Bid" "Ask" "Volume" "VWAP"
"652" 2016-02-10 383.85 372.12 379.66 378.88 379.34 10006.63329253 379.04
"653" 2016-02-11 380.5 373.54 377.98 377.8 377.98 7471.96039009 377.49
"654" 2016-02-12 383.48 377.07 383.27 382.66 383.27 5996.09236146 381.12
"655" 2016-02-13 390.99 382 390.99 390.95 390.99 7324.96634134 387.26
"656" 2016-02-14 406.71 390.59 405 405 405.56 9758.39271132 398.35
"657" 2016-02-15 409.71 393.4 399.28 398.34 399.3 7906.69773619 401.97
"658" 2016-02-16 407.8 396 407.51 406.96 407.51 8354.83032093 403.61
"659" 2016-02-17 421.11 404 414.9 415.03 415.55 11842.63082874 415.06
"660" 2016-02-18 424.9 413.4 421.18 420.47 421.18 8589.07368864 420.37
"661" 2016-02-19 422 414 419.54 419.53 419.98 5015.53810237 419.08
"662" 2016-02-20 443.96 419.5 434.63 432.68 434.63 11631.86392251 433.03
"663" 2016-02-21 447.99 426 438.5 438 438.5 10300.7594242 438.18
"664" 2016-02-22 439.5 431.15 438.27 436.84 438.27 5840.3160546 436.77
"665" 2016-02-23 440 414 419.1 419 419.1 10509.60507822 424.46
"666" 2016-02-24 424.28 409.07 423.78 423.78 423.79 7258.35730294 419.44
"667" 2016-02-25 426.75 415.79 423.51 423.39 423.51 5597.96719924 421.8
"668" 2016-02-26 432 418.01 432 431.39 432 4635.1202274 423.97
"669" 2016-02-27 435 428.22 431.07 431.07 431.8 4159.44591017 431.33
"670" 2016-02-28 435 422.29 431.68 430.26 431.61 3501.18941279 429.45
"671" 2016-02-29 440.99 428.12 435.23 435.25 436.75 8463.34883153 435.78
"672" 2016-03-01 437.5 427.01 432.5 432.43 433.32 6941.51621427 432.18
"673" 2016-03-02 434.5 421.31 422.4 422.3 422.38 5788.40511598 429.27
"674" 2016-03-03 424.47 415.85 420.29 419.63 420.29 7483.49181156 420.16
"675" 2016-03-04 423.9 406.02 408.01 407.54 408.28 7789.00370914 416.28
"676" 2016-03-05 408.98 382 399.83 398.55 399.81 16436.40386167 398.05
"677" 2016-03-06 412.31 393.11 406.23 405.03 406.15 5692.00930852 405.06
"678" 2016-03-07 414.96 403.03 414.01 412.84 414.06 5937.73379583 410.17
"679" 2016-03-08 414.99 408.46 411.75 411.75 412.14 5576.2582036 411.44
"680" 2016-03-09 413.51 408.75 413 412.52 413 4876.78893016 411.41
"681" 2016-03-10 416.9 409.31 416 415.9 416 5255.299453 413.45
"682" 2016-03-11 421.91 415.11 419.13 419.14 420.07 5950.69494053 419.36
"683" 2016-03-12 420.93 406.59 410.41 409.71 410.41 4600.53852943 412.95
"684" 2016-03-13 417 409.62 412.58 412.06 412.58 3237.5863046 412.97
"685" 2016-03-14 415.22 410.5 414 413.8 414 4265.90491838 413.43
"686" 2016-03-15 417.43 412.15 415.75 415.23 415.75 4719.92306184 415.38
"687" 2016-03-16 416.5 413.15 416 416 416.14 4243.46710229 415.11
"688" 2016-03-17 419 415.11 418.46 418.34 418.46 3764.3877166 418.08
"689" 2016-03-18 418.49 403.34 407.48 406.6 407.58 6253.64507634 410.08
"690" 2016-03-19 409.95 404.1 406.7 406.12 406.7 2900.09722 406.94
"691" 2016-03-20 412 406.3 411.08 410.5 411.05 2601.98301393 409.82
"692" 2016-03-21 411.96 406.5 410.98 410.61 410.98 3552.7779858 409.26
"693" 2016-03-22 416.99 409.9 416.16 415.82 416.23 3927.53266839 414.78
"694" 2016-03-23 419 413.44 417.85 417.25 418.03 4912.9896997 416.36
"695" 2016-03-24 418.38 412.85 415.48 415.17 416.2 2888.42157304 416.07
"696" 2016-03-25 416.92 412 416.03 416.03 416.5 2568.5036141 415.15
"697" 2016-03-26 416.99 414 415.75 415.75 416.04 1301.06724629 415.87
"698" 2016-03-27 427.99 415.77 424.16 423.9 424.18 5007.35788626 423.71
"699" 2016-03-28 425 420.32 422.95 422.45 422.98 3235.75353917 422.73
"700" 2016-03-29 424.37 407.22 415 415 415.88 5933.342408 415.54
"701" 2016-03-30 415.99 408.59 414.1 413.33 414.1 4818.07650898 412.6
"702" 2016-03-31 416.99 411.4 415.35 414.72 415.78 3738.93979317 414.87
"703" 2016-04-01 416.99 413.42 415.91 415.26 416.06 3792.36761489 415.54
"704" 2016-04-02 420 414.93 419.38 419 419.39 2121.64067901 418.22
"705" 2016-04-03 419.44 416.1 418.98 418.88 418.98 1321.30115941 417.88
"706" 2016-04-04 419.85 416 419.33 419.75 419.85 3481.95718993 418.17
"707" 2016-04-05 423 416.61 422.24 421.81 422.24 3946.46434022 420.93
"708" 2016-04-06 422.9 420 421.69 421.68 421.69 2388.33297175 421.6
"709" 2016-04-07 421.99 418.21 420 419.87 419.98 3056.61240623 420.6
"710" 2016-04-08 423.99 416.26 418.67 418.47 419.34 4703.92372259 420.67
"711" 2016-04-09 419.13 412 418.02 417.75 418.3 3638.84014679 415.96
"712" 2016-04-10 421.79 417.2 420.61 420.56 421.02 1757.76593354 419.55
"713" 2016-04-11 422.8 418 422.45 422.42 422.55 3524.94515463 420.63
"714" 2016-04-12 426.67 421 425.32 425.32 426.06 6078.02513946 424.45
"715" 2016-04-13 426.18 422.94 424.51 424.05 424.52 3802.73556181 424.09
"716" 2016-04-14 425.35 420.57 423.98 423.72 424.56 3991.49798921 423.74
"717" 2016-04-15 430 423.07 429.24 428.73 429.24 4397.02458613 427.36
"718" 2016-04-16 432.87 427.12 430.68 430.68 430.69 1834.88975103 429.92
"719" 2016-04-17 430.91 424.24 426.74 426.28 427.39 1521.30645702 427.66
"720" 2016-04-18 430.01 425.8 427.96 426.94 427.96 3186.57116129 427.44
"721" 2016-04-19 435 426.24 433.93 433.93 434.98 3541.11247303 429.85
"722" 2016-04-20 444 433.11 442.41 442.01 442.41 7636.2215118 438.41
"723" 2016-04-21 452.11 440 450.61 450.62 451 5564.4639033 445.71
"724" 2016-04-22 451.36 442.96 447.83 447.31 447.35 5525.96710073 447.51
"725" 2016-04-23 452.18 444.46 451.93 451.5 451.93 2249.84849225 447.91
"726" 2016-04-24 470.02 447.06 459.46 459.47 461.39 7032.85634075 457.83
"727" 2016-04-25 469.47 455.13 466.28 466.28 466.34 5601.8393498 461.75
"728" 2016-04-26 469.87 462.13 466.57 466.56 467.71 4755.16666998 465.46
"729" 2016-04-27 469.03 445.42 447.29 447.58 448.44 6645.10735538 457.2
"730" 2016-04-28 451 435 448.88 448.49 448.88 9019.12362561 444.63
"731" 2016-04-29 456 445.62 454.66 453.88 454.63 3060.09397925 451.53
"732" 2016-04-30 456.9 447.27 447.9 447.93 448.5 2388.37024601 451.54
"733" 2016-05-01 453.78 446.5 452.86 451.89 452.86 1286.70277974 450.78
"734" 2016-05-02 453.8 438.59 444.46 443.7 444.46 6073.07788255 443.94
"735" 2016-05-03 452 440.78 451.97 451.97 451.98 5889.39230191 447.41
"736" 2016-05-04 452 444.15 446.17 446.17 446.82 3267.3144414 447.25
"737" 2016-05-05 449.72 445.11 448.39 448.41 449.07 2287.21138993 447.48
"738" 2016-05-06 463.97 447.03 460.11 460.49 461.3 5763.74865226 454.15
"739" 2016-05-07 461.41 455.95 457.88 457.88 458.23 2116.35801154 458.43
"740" 2016-05-08 459.69 455.95 458.31 457.65 458.29 1311.60181764 457.42
"741" 2016-05-09 464.79 455.62 461.45 460.65 461.45 3535.556767 459.66
"742" 2016-05-10 463 447.38 450.94 450.4 450.94 5422.90056017 454.24
"743" 2016-05-11 457.99 449.7 452.04 452.11 452.96 3713.59137854 453.34
"744" 2016-05-12 454.75 448.88 454.7 454.7 454.71 3297.60978584 451.8
"745" 2016-05-13 456.65 452.04 456.04 455.73 456.18 2932.53675496 454.85
"746" 2016-05-14 457.25 453.51 456.34 455.68 456.33 1391.80362467 455.88
"747" 2016-05-15 458.08 454.72 457.94 457.52 457.94 1647.72153069 456.56
"748" 2016-05-16 458 451.11 454.92 454.65 455.07 3024.33917011 455.61
"749" 2016-05-17 456.09 452.14 452.14 452.32 453.15 3411.60840166 453.65
"750" 2016-05-18 455.68 452 452.87 452.87 453.64 2836.40344284 453.91
"751" 2016-05-19 453.85 441.05 441.97 441.31 441.99 5472.43667235 448.34
"752" 2016-05-20 444.41 435.03 441.58 441.07 441.51 3915.9244285 440.75
"753" 2016-05-21 443.98 435.28 443.88 442.89 443.89 1966.64671506 440.72
"754" 2016-05-22 443.89 435 438.62 437.31 438.59 2141.3896754 439.51
"755" 2016-05-23 442.9 436.27 442.63 442.41 442.63 2762.62605358 440.37
"756" 2016-05-24 446.37 441 445.31 444.67 445.31 3119.09768946 444.72
"757" 2016-05-25 449.6 443.97 447.94 448.18 448.5 3662.66101932 447.55
"758" 2016-05-26 452.98 446.8 452.02 451.78 452.38 3785.39991189 450.01
"759" 2016-05-27 478.16 451.78 470.34 470.52 472.28 12069.41332543 470.77
"760" 2016-05-28 529.08 468 524.89 522.43 524.9 12343.97438476 492.7
"761" 2016-05-29 540 485 509.99 509.99 511.79 8501.59326202 519.74
"762" 2016-05-30 535 506.51 524.25 524.25 525.35 6165.90938742 525.84
"763" 2016-05-31 548.5 515 534.69 532.68 534.69 11915.96742347 535.66
"764" 2016-06-01 542.87 525.49 537 536.87 536.99 5439.65117255 534.66
"765" 2016-06-02 540 529.13 539.96 539.15 539.96 4090.88632969 535.71
"766" 2016-06-03 578.37 535.74 567.22 567.3 567.98 8700.85430901 558.58
"767" 2016-06-04 588.71 558.54 573.08 571.38 573.21 6287.44011289 574.11
"768" 2016-06-05 582 566 572.25 572.24 574.57 5403.80366991 573.17
"769" 2016-06-06 586.02 570.59 583.97 582.86 583.92 4455.46288478 581.94
"770" 2016-06-07 594.44 563 576.39 575.48 576.39 6714.99485991 580.06
"771" 2016-06-08 584.25 571.86 583.43 582.77 583.48 3337.78068097 578.54
"772" 2016-06-09 583.81 572.97 575.69 575.85 576.5 3762.75713132 576.53
"773" 2016-06-10 580 572 576.59 576.5 576.59 3461.55487443 576.09
"774" 2016-06-11 587.23 575.93 587.21 587.13 587.31 2248.7007339 582.83
"775" 2016-06-12 682.55 585.51 679.96 679.96 680.02 15095.0484449 636.34
"776" 2016-06-13 725 655.02 701.56 700.16 701.92 18024.61909875 690.49
"777" 2016-06-14 704.57 655 684.7 683 684.69 10665.67237551 681.53
"778" 2016-06-15 695.77 672.12 693.35 692.2 693.33 5676.40650133 684.1
"779" 2016-06-16 773.07 689.8 771.3 771.71 772 17652.98643796 737.4
"780" 2016-06-17 778.7 706.37 744 743.51 744 14996.58292451 739.66
"781" 2016-06-18 778.85 723.02 752.72 752.72 754.34 5934.67916024 753.83
"782" 2016-06-19 764.93 740.11 761.46 760.5 761.46 2697.08620389 754.61
"783" 2016-06-20 763.99 725 732.01 732 732.01 7786.40894644 742.24
"784" 2016-06-21 736.15 625 654.64 653.45 654.64 32702.15884941 673.77
"785" 2016-06-22 677.63 595 601 600.48 601 15873.13085662 639.86
"786" 2016-06-23 632.67 540.17 625 624.6 625 24862.32278699 587.05
"787" 2016-06-24 683.88 620.82 658.57 657.12 659.71 16633.74768786 652.41
"788" 2016-06-25 684.45 639.4 667.48 666.02 667.49 6607.14566286 665.29
"789" 2016-06-26 666.02 608.64 625.87 625.07 626.94 5007.33414194 629.93
"790" 2016-06-27 653.46 618.03 647.76 647.27 647.72 9391.5062296 637.4
"791" 2016-06-28 665.51 635.5 646.55 646.55 646.68 5628.43851113 647.29
"792" 2016-06-29 646.69 621.09 635 633.32 635 8907.23654493 631.84
"793" 2016-06-30 671.22 628.06 667 667 667.86 7621.90506924 653.57
"794" 2016-07-01 684.1 659.71 679.11 678 679.07 6527.1764287 674.35
"795" 2016-07-02 704.93 672.74 700.07 700.11 701.53 5430.12928173 691.9
"796" 2016-07-03 704.99 646.29 662.7 662.69 662.7 7285.66870627 670.93
"797" 2016-07-04 682.35 640.1 678.65 677.35 678.34 4307.45208285 668.55
"798" 2016-07-05 682.36 661.57 668.81 666.13 668.21 3152.52423958 672.71
"799" 2016-07-06 679 662.13 674.68 674.67 674.68 3593.27432448 671.78
"800" 2016-07-07 678.43 605.5 634.21 634.21 635.51 12618.36403831 635.49
"801" 2016-07-08 661 633.53 659.87 659.22 659.87 6398.46196975 645.23
"802" 2016-07-09 665.99 626 651.56 650.25 651.56 6448.98580022 647.26
"803" 2016-07-10 652.6 636.8 647 647 648.35 2343.42614283 644.29
"804" 2016-07-11 659.6 639.31 647.22 646.15 647.22 2704.00533961 648.95
"805" 2016-07-12 678 646.05 674.98 672.94 674.44 4318.15457118 660.7
"806" 2016-07-13 675 654.52 660.94 658.99 660.99 6631.87697473 661.16
"807" 2016-07-14 664.93 650.01 660 659.12 660 2605.42242722 658.77
"808" 2016-07-15 670.01 658.41 663.04 663.04 664.37 3214.3798729 663.95
"809" 2016-07-16 666.67 655 662.45 661 662.17 1648.09889443 660.4
"810" 2016-07-17 684.19 660.34 676.09 676.03 677.52 3411.51439978 674.67
"811" 2016-07-18 682.21 666.12 674.32 674.32 674.78 3068.26996378 676.45
"812" 2016-07-19 675.81 666 673.45 673.02 673.89 1888.07465261 671.11
"813" 2016-07-20 675 660 666.77 665.18 666.74 3433.96389784 667.71
"814" 2016-07-21 668 660.1 662.48 662.48 664.5 2516.46952265 663.73
"815" 2016-07-22 666.3 645 646.8 646.23 648.17 4986.61603948 656.73
"816" 2016-07-23 656.77 645.11 654.06 654.06 654.07 1499.63582546 651.87
"817" 2016-07-24 665 651.99 659.5 659.5 661.5 1405.39995744 657.9
"818" 2016-07-25 661.99 652.28 656.1 655 656.1 2393.65255241 655.55
"819" 2016-07-26 656.94 645.01 653.63 653.74 654.75 3352.70506988 650.56
"820" 2016-07-27 659.98 646.31 654.3 654.01 654.3 2855.22391603 653.48
"821" 2016-07-28 657.89 652.41 655.37 653.95 656.17 1971.37945572 654.71
"822" 2016-07-29 657.48 653 657.03 654.99 657.03 1322.66154941 654.48
"823" 2016-07-30 657.5 652.19 653.07 653.07 654.37 707.22760423 654.85
"824" 2016-07-31 654.71 625.19 631.25 631 631.25 4180.52265697 635.76
"825" 2016-08-01 631.82 606.66 608.47 608.47 609.91 5622.32081233 618.6
"826" 2016-08-02 613.03 482.73 482.73 482.73 483.96 17135.03891532 562.82
"827" 2016-08-03 572.34 465.28 565.75 565 565.75 20733.85891707 537.25
"828" 2016-08-04 583.97 552 576.77 576.77 579.28 8644.32845819 570.19
"829" 2016-08-05 580 562 575.57 574.52 575.57 4925.7920928 570.59
"830" 2016-08-06 590.26 562.56 589.98 589.98 590.2 5958.06138906 576.04
"831" 2016-08-07 598.82 582.12 593.08 593.08 594.2 3043.02444567 591.05
"832" 2016-08-08 594.2 583.58 589.64 589.64 589.67 2896.81932148 589.9
"833" 2016-08-09 591.99 579.43 584.16 584.16 584.53 3411.21164126 585.24
"834" 2016-08-10 603 580.01 593.08 592.64 593.08 4914.97610418 593.1
"835" 2016-08-11 597.78 585.5 585.5 585.5 586.21 2851.23616453 591.27
"836" 2016-08-12 591.19 580.47 585.88 585.34 585.88 2168.42542899 586.2
"837" 2016-08-13 589.98 581.71 583 584.16 584.48 1014.4646274 585.75
"838" 2016-08-14 585.15 556.24 567.85 567.85 567.99 4803.89573054 571.08
"839" 2016-08-15 573.69 554.9 565.01 565.03 565.85 4536.67266127 565.11
"840" 2016-08-16 579.8 563 576.83 576.86 577.1 4783.25010418 571.61
"841" 2016-08-17 578.11 566.02 570.67 570.47 570.67 4147.27743107 571.82
"842" 2016-08-18 575.87 568.79 572.64 571.88 572 4034.28679191 572.53
"843" 2016-08-19 574.86 552.3 572.34 571.9 572.34 4672.14717775 570.29
"844" 2016-08-20 578.99 568.52 577.46 577.58 578.97 2013.78846383 574.61
"845" 2016-08-21 583.99 576.01 578.23 577.5 578 1588.27291846 579.04
"846" 2016-08-22 585.95 572.5 583.99 582.39 583.99 4992.43472384 580
"847" 2016-08-23 584.99 576 581.99 581.17 581.99 4277.86358636 580.9
"848" 2016-08-24 582.1 575.4 578.19 578.11 578.19 2972.54991458 578.95
"849" 2016-08-25 578.75 571.16 576.93 576.54 576.93 4210.54658365 574.86
"850" 2016-08-26 582.46 574.1 577.96 577.73 577.96 3299.37415947 577.78
"851" 2016-08-27 579.09 564.81 568.17 567.51 568.4 2749.84446314 570.07
"852" 2016-08-28 572.91 566.8 571.7 570.28 571.7 962.22947814 570.27
"853" 2016-08-29 575 568.6 571.48 570.34 571.48 2360.44831721 573.29
"854" 2016-08-30 576.5 568.55 575.8 575.31 575.8 4440.15568137 574.2
"855" 2016-08-31 576.49 568.4 570.76 570.66 570.76 3660.13835935 571.47
"856" 2016-09-01 572.86 566.86 570.95 570 570.94 3027.25719538 570.03
"857" 2016-09-02 574.2 567.03 572 570.75 572 2955.21326723 571.04
"858" 2016-09-03 598.64 569.01 595.22 594.83 595.33 4613.11260919 582.33
"859" 2016-09-04 609.05 590.88 603.66 601.94 603.66 4069.89545196 600.58
"860" 2016-09-05 607.65 592.46 603.5 603.53 604.99 3759.47315151 601
"861" 2016-09-06 609.74 601 608.72 607.6 608.59 4014.32198351 605.94
"862" 2016-09-07 615.92 604.7 613.9 613.88 614.4 4542.24061442 610.53
"863" 2016-09-08 628.98 611.66 625.39 625.38 625.6 4459.86825402 622.13
"864" 2016-09-09 627.49 612.93 621.09 621.08 622.82 3279.92000241 620.65
"865" 2016-09-10 625 618.67 622.2 622.2 623.32 1535.42863594 622.2
"866" 2016-09-11 628.99 594.63 603.46 602.85 603.46 5299.61468228 607.23
"867" 2016-09-12 609.15 602 605.81 605.87 607.51 3555.19678806 605.55
"868" 2016-09-13 609.61 603.28 607.9 607.9 608.91 3424.31618503 606.77
"869" 2016-09-14 610.69 605.98 608.61 608.66 609.35 2898.7573053 608.35
"870" 2016-09-15 609.35 602.3 605.03 605.01 606.83 3054.99957161 606.23
"871" 2016-09-16 608.99 603.5 606.02 606.02 607.55 2678.19313177 606.7
"872" 2016-09-17 607.59 601.1 603.12 603.12 604.04 1134.83483275 604.06
"873" 2016-09-18 609.06 601.97 607.19 607.21 608.78 1284.46213451 606.01
"874" 2016-09-19 609.5 603 607.81 607.8 607.81 2490.77788705 607.37
"875" 2016-09-20 608.88 605.35 607.3 605.59 607.26 2433.7220615 606.83
"876" 2016-09-21 607.3 592.1 595.04 595.04 595.91 3893.77908073 595.56
"877" 2016-09-22 596.42 592.5 595 594.12 594.94 2347.26231098 594.93
"878" 2016-09-23 602.9 593 602.54 601.36 602.54 4034.23716161 597.24
"879" 2016-09-24 603.59 597.76 600.14 600.03 600.95 1172.67430709 601.02
"880" 2016-09-25 601.99 596 597.43 597.4 599.42 1110.18528772 599.02
"881" 2016-09-26 607.27 596.1 605.86 605.01 605.83 4016.55358017 602.6
"882" 2016-09-27 608.37 600.02 603.08 603.02 604.17 3077.96054544 604.17
"883" 2016-09-28 605.3 601.41 603.65 603.65 604.53 2207.55541123 603.41
"884" 2016-09-29 605.99 601 605.64 604.65 605.67 2734.70085931 603.75
"885" 2016-09-30 608.38 603.15 608.37 607.9 608.3 2620.89748012 605.02
"886" 2016-10-01 614.28 607 613 613 613.01 1498.19031333 611.36
"887" 2016-10-02 613.01 605 608.59 607.6 608.59 1403.40243991 608.47
"888" 2016-10-03 611.59 606.6 610.06 610.06 610.99 1960.7753186 609.85
"889" 2016-10-04 612.98 604.99 606.55 606.57 607.99 3214.37874769 607.96
"890" 2016-10-05 612 605.76 609.79 609.79 610.97 2290.70138804 609.48
"891" 2016-10-06 610.98 607.09 610.34 609.6 610.34 2139.18110702 609.26
"892" 2016-10-07 616.34 607.52 614.01 614.01 614.02 4040.6780644 611.85
"893" 2016-10-08 616.99 612.5 613.5 613.44 613.5 913.92307258 614.41
"894" 2016-10-09 614.98 610 612.67 611.16 612.68 1178.43763735 613.08
"895" 2016-10-10 616.47 612.09 614.97 613.94 614.97 2217.05530019 614.56
"896" 2016-10-11 639 613.94 637.9 637.79 637.88 7958.99995559 630.26
"897" 2016-10-12 640 628.76 634.16 635.07 635.1 2870.29762169 635.96
"898" 2016-10-13 636 630 635.5 634.51 635.5 2360.44793912 634.46
"899" 2016-10-14 639.99 630.45 638.96 638.05 638.96 3156.35537669 634.93
"900" 2016-10-15 642 635.25 635.25 635.25 637.15 1426.8678492 638.85
"901" 2016-10-16 641.4 635.18 638.9 638.9 638.91 1299.15163702 638.57
"902" 2016-10-17 639.99 632.1 636.86 635.18 636.84 3690.02257869 635.64
"903" 2016-10-18 637.8 631.52 635.31 635.36 635.5 2969.98486317 635.56
"904" 2016-10-19 638.04 624.13 627.06 627.06 627.96 4474.80485066 631.46
"905" 2016-10-20 630.22 625 627.69 627.69 628.96 2065.98058928 627.66
"906" 2016-10-21 632.36 627.5 628.99 628.99 629 3034.97408259 629.39
"907" 2016-10-22 656 628.57 654.66 653.53 654.66 4351.65175657 646.14
"908" 2016-10-23 656 647.51 651.02 649.5 649.88 2532.83030406 651.62
"909" 2016-10-24 652.25 640 649 648.14 648.97 4645.26969949 647.09
"910" 2016-10-25 657.58 643 657.48 657.47 657.48 5647.59483571 652
"911" 2016-10-26 677 645.97 669.82 668.01 669.77 7031.77080144 663.91
"912" 2016-10-27 685.89 665.59 680.75 680.75 680.99 4476.68687131 679.23
"913" 2016-10-28 687.23 677.05 685.68 685.7 686.92 3776.85335086 684.38
"914" 2016-10-29 717.99 682.59 711.39 711.25 713.73 4067.61444547 703.21
"915" 2016-10-30 715 691.49 694.02 692.25 694.02 3703.4830575 701.38
"916" 2016-10-31 706.97 683.6 697.75 697.58 697.59 4694.1539818 697.31
"917" 2016-11-01 737 695.38 724.87 724.87 725.01 6541.0354882 722.24
"918" 2016-11-02 735 717.32 735 732 734.5 3979.15183787 724.11
"919" 2016-11-03 745.19 670.32 675.33 675.58 678.55 12186.64795904 714.1
"920" 2016-11-04 707.67 671.07 702.98 702.82 702.98 5448.02186616 695.51
"921" 2016-11-05 707.34 694.71 701.36 701.36 702.57 2131.10499008 701.86
"922" 2016-11-06 714.36 697.92 711.88 711.87 711.88 2263.39637276 706.73
"923" 2016-11-09 712.92 701.02 709.26 708.15 709.26 5519.52592661 706.76
"924" 2016-11-10 740.86 705.45 721.5 720.28 721.33 9730.35960613 728.09
"925" 2016-11-11 722 707 714.47 714.47 714.48 4991.75328376 714.61
"926" 2016-11-12 720.94 712.24 716.39 716.2 716.39 3328.60491824 715.94
"927" 2016-11-13 716.39 701 701.13 701.13 702.11 2813.63219795 707.16
"928" 2016-11-14 702.89 683.23 700.38 700.38 701.45 6023.54019291 693.02
"929" 2016-11-15 705.89 697.14 703.83 703.82 704.99 7606.72273472 700.76
"930" 2016-11-16 716.54 703.05 711.69 711.7 711.71 5626.77039042 711.05
"931" 2016-11-17 742.87 708.44 739.71 739.7 739.71 11589.53448875 728.86
"932" 2016-11-18 749.98 732.22 736.8 735.5 736.8 6676.92813838 744.08
"933" 2016-11-19 752.95 731.31 748.98 748.02 748.98 4270.87817306 744.66
"934" 2016-11-20 755.07 742.63 750.75 750.02 750.75 1965.43652251 748.08
"935" 2016-11-21 753.82 714 727.03 727.03 727.09 5530.20909974 732.23
"936" 2016-11-22 739.2 727.08 736.76 736.76 736.92 4013.32813602 734.03
"937" 2016-11-23 750 730.27 749.13 747.64 749.11 5039.70408511 741.88
"938" 2016-11-24 749.98 729.92 740.18 740.17 740.18 4457.87834896 739.07
"939" 2016-11-25 741.15 729 735.63 735.63 735.64 4041.96351727 734.56
"940" 2016-11-26 737.07 728 736.96 736.96 737.07 3354.14113889 732.71
"941" 2016-11-27 737.56 722.3 729.91 729.91 729.97 2314.27671644 728.11
"942" 2016-11-28 732 722.44 727.32 726.16 727.32 3447.86947559 727.49
"943" 2016-11-29 732.44 724.1 729.54 729.53 730.99 4741.09119229 729.2
"944" 2016-11-30 733.29 721 730.76 730.03 730.72 5406.90035323 729.57
"945" 2016-12-01 744.49 727 742.06 742.05 742.06 6255.06189749 737.34
"946" 2016-12-02 754.98 740.18 751.55 751.54 751.55 6119.74848499 749.48
"947" 2016-12-03 778.07 750.77 769.99 770.04 770.91 8097.88532493 766.71
"948" 2016-12-04 770.99 752.41 762.97 760.86 762.93 2772.72364771 762.58
"949" 2016-12-05 762.96 752.41 762 761.98 762 3215.64241818 758.91
"950" 2016-12-06 762.09 743 749.5 749.5 750.2 5575.64780991 749.99
"951" 2016-12-07 759.9 747.99 758.97 758.97 758.98 6755.86183697 755.27
"952" 2016-12-08 769.61 751.78 764.05 764.05 765.46 4809.70243098 762.03
"953" 2016-12-09 772.01 762.29 766.84 766.29 766.84 4892.92633491 768.16
"954" 2016-12-10 773.99 766.29 769.57 769.21 769.57 2868.41656863 770.33
"955" 2016-12-11 774.12 768.11 772.28 772.27 772.28 2200.70812765 772.55
"956" 2016-12-12 772.28 764.01 768.97 768.19 768.97 1421.13041748 767.68
"957" 2016-12-13 779 768.96 776.9 777 778 2805.19133166 775.18
"958" 2016-12-14 793.27 765.1 775.35 775.01 775.94 4918.81400706 778.31
"959" 2016-12-15 781 770.74 777.09 777.04 777.09 2333.53127543 776.73
"960" 2016-12-16 779.08 771 776.3 774.64 776.28 3039.73554433 776.63
"961" 2016-12-17 782.46 771.24 781.31 781.31 781.33 3494.25575562 778.67
"962" 2016-12-18 790.88 780.36 788.52 788.29 788.43 2389.76188083 786.01
"963" 2016-12-19 790.99 780 788.67 788.34 788.64 2519.24374939 787.21
"964" 2016-12-20 794.39 787.01 791 791 791.03 3917.87027522 791.41
"965" 2016-12-21 803 787.1 798.83 798.74 800.14 4119.55450463 793.39
"966" 2016-12-22 834.97 796.82 832.75 832.04 833.03 9390.50396102 816.48
"967" 2016-12-23 875 827.29 858.94 858.95 859.92 12070.3884869 855.94
"968" 2016-12-24 920 858.93 914.5 913.99 914.48 16530.6324981 897.77
"969" 2016-12-25 918.5 878.89 892.61 892.6 892.61 6021.77416098 900.19
"970" 2016-12-26 894.97 859 890.67 889.74 890.65 4658.23642176 874.03
"971" 2016-12-27 905.18 888 897 896.34 898.92 3469.43422755 898.97
"972" 2016-12-28 936.42 891 930.34 930.29 930.34 7220.77311731 922.44
"973" 2016-12-29 976.96 929.49 976.96 976.49 976.96 12297.0091327 956
"974" 2016-12-30 980.74 950 969.99 969.56 969.99 7842.58845824 967
"975" 2016-12-31 970 931 959.54 958.81 959.54 10754.96268559 951.07
"976" 2017-01-01 966.37 944.11 966.3 966.34 966.37 4162.84975343 955.73
"977" 2017-01-02 1005 960.53 997.8 996.75 997.8 6853.23392301 987.47
"978" 2017-01-03 1032 990.01 1011.51 1011.51 1012.11 8165.11322354 1013.01
"979" 2017-01-04 1039 999.99 1035.74 1035.57 1035.74 9090.09521751 1020.56
"980" 2017-01-05 1139.89 1028.56 1114 1109.52 1113.97 21579.92925779 1088.47
"981" 2017-01-06 1136.72 885.41 1004.74 1004.73 1004.74 36002.19322598 1005.3
"982" 2017-01-07 1026.99 871 895.5 895.5 895.95 27916.07095523 914.26
"983" 2017-01-08 907.05 812.28 906.2 903.95 906.2 20400.76359103 863.89
"984" 2017-01-09 941.81 881.3 909.8 909.81 912.86 8937.51993066 913.92
"985" 2017-01-10 912.87 875 896.09 894.91 896.07 8716.19817474 892.6
"986" 2017-01-11 912.47 889.41 904.08 903.42 905.24 8535.59023149 902.61
"987" 2017-01-12 918.4 755 778.62 777.57 778.83 35894.11473651 820.76
"988" 2017-01-13 832.99 751.34 807.47 805.66 807.51 17400.14155465 783.46
"989" 2017-01-14 831.4 775 825.86 825.96 827.21 11409.48533002 808.51
"990" 2017-01-15 837.76 810 819.15 819.16 819.55 6622.72387278 826.97
"991" 2017-01-16 823.45 808 821.86 821.86 822.24 4223.47902233 816.58
"992" 2017-01-17 835 818.09 831.76 830.43 831.76 6167.01551601 828.25
