timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2018-07-07,0.47644000,0.48800000,0.46381000,0.48494000,28584029.20000000,1531007999999,13447638.63718500,14854,18050351.10000000,8494783.69503600,0
2018-07-08,0.48520000,0.48798000,0.47510000,0.47915000,31480979.30000000,1531094399999,15227900.93218000,17034,19421259.90000000,9399285.98697700,0
2018-07-09,0.47872000,0.48201000,0.47015000,0.47300000,26690553.60000000,1531180799999,12722388.76024000,15248,15641198.80000000,7458560.56370100,0
2018-07-10,0.47280000,0.47338000,0.43866000,0.44337000,30651668.10000000,1531267199999,13915044.92980000,19920,17853341.00000000,8105557.66034000,0
2018-07-11,0.44247000,0.45134000,0.43957000,0.44872000,28635928.20000000,1531353599999,12781404.22589300,16031,17455352.20000000,7794058.26906700,0
2018-07-12,0.44900000,0.44932000,0.42360000,0.43675000,30380599.50000000,1531439999999,13249846.55134300,16925,18144258.10000000,7917758.17638400,0
2018-07-13,0.43706000,0.44509000,0.43001000,0.43754000,33168644.30000000,1531526399999,14593937.35738700,18301,19947082.50000000,8780500.44585000,0
2018-07-14,0.43761000,0.44430000,0.43100000,0.43864000,27141582.30000000,1531612799999,11872724.61694100,13496,17615525.30000000,7707017.21270500,0
2018-07-15,0.43864000,0.45004000,0.43509000,0.44681000,33882949.80000000,1531699199999,15040196.53579700,16126,20628126.70000000,9158715.03617800,0
2018-07-16,0.44695000,0.48580000,0.44350000,0.48173000,41419524.10000000,1531785599999,19088386.24106500,26379,24094170.30000000,11090907.00270300,0
2018-07-17,0.48173000,0.52019000,0.46650000,0.50728000,48166296.20000000,1531871999999,23548100.52216200,32812,27008288.00000000,13209075.01531800,0
2018-07-18,0.50651000,0.52525000,0.47520000,0.48868000,48747453.60000000,1531958399999,24610955.76741700,37079,27194739.90000000,13760004.55911000,0
2018-07-19,0.48869000,0.49500000,0.47125000,0.47687000,36600560.00000000,1532044799999,17630279.61138800,23113,21929041.60000000,10562977.05226700,0
2018-07-20,0.47703000,0.47730000,0.43100000,0.44439000,40745516.20000000,1532131199999,18539211.49168700,27061,22653021.40000000,10316327.03146900,0
2018-07-21,0.44440000,0.45900000,0.43460000,0.45506000,28483991.40000000,1532217599999,12866104.78452700,17507,18744840.20000000,8470719.14702200,0
2018-07-22,0.45467000,0.46409000,0.44589000,0.44859000,32232347.20000000,1532303999999,14665477.90017900,17774,20018428.50000000,9104536.34354400,0
2018-07-23,0.44859000,0.46371000,0.44212000,0.44499000,30316389.90000000,1532390399999,13697250.54857100,18532,17914298.60000000,8092497.17579800,0
2018-07-24,0.44520000,0.47150000,0.43800000,0.45885000,43532211.20000000,1532476799999,19790934.54618100,28932,25026198.50000000,11374295.43615800,0
2018-07-25,0.45741000,0.46878000,0.45153000,0.45980000,42650288.40000000,1532563199999,19640124.67833900,25272,23850021.40000000,10983178.19506100,0
2018-07-26,0.45983000,0.46887000,0.44538000,0.44968000,38041528.40000000,1532649599999,17513597.40406000,23172,21469578.90000000,9886532.62117400,0
2018-07-27,0.44878000,0.46200000,0.44400000,0.45550000,35252979.80000000,1532735999999,15945776.39879400,20570,20737290.30000000,9382582.85688400,0
2018-07-28,0.45550000,0.45887000,0.44803000,0.45641000,27843347.30000000,1532822399999,12621424.42011500,15477,16086103.50000000,7294998.68205300,0
2018-07-29,0.45643000,0.45849000,0.45000000,0.45315000,31188705.50000000,1532908799999,14129680.20298600,14882,19567559.00000000,8865746.71258700,0
2018-07-30,0.45315000,0.45621000,0.43382000,0.44534000,32141597.90000000,1532995199999,14421158.75473300,17834,19336368.90000000,8688567.69257400,0
2018-07-31,0.44616000,0.44641000,0.42680000,0.43530000,31785092.60000000,1533081599999,13868351.21234200,18444,18503962.90000000,8081628.29023100,0
2018-08-01,0.43530000,0.46382000,0.42671000,0.44642000,39833478.30000000,1533167999999,17676468.23457800,26220,22661294.30000000,10058372.06923300,0
2018-08-02,0.44673000,0.44888000,0.42849000,0.42975000,33396468.10000000,1533254399999,14590469.46965900,17967,20717124.10000000,9048093.59024500,0
2018-08-03,0.43021000,0.44619000,0.42530000,0.44033000,44748261.20000000,1533340799999,19595686.13835000,23415,25306225.80000000,11087231.16324000,0
2018-08-04,0.44097000,0.44500000,0.42741000,0.42985000,35095397.50000000,1533427199999,15286746.08033600,17878,20383063.30000000,8883883.95949200,0
2018-08-05,0.42984000,0.43705000,0.42705000,0.43450000,34962084.20000000,1533513599999,15070456.19115800,15634,20115956.30000000,8672801.08494100,0
2018-08-06,0.43437000,0.43699000,0.40127000,0.41290000,40578992.90000000,1533599999999,17175993.75188100,22947,22538045.80000000,9547443.67904300,0
2018-08-07,0.41328000,0.41567000,0.37387000,0.37863000,41157252.56000000,1533686399999,16510797.07186300,28999,23410758.40000000,9404544.16115900,0
2018-08-08,0.37863000,0.37863000,0.31928000,0.33171000,72393008.15000000,1533772799999,24880674.06677000,43751,37037677.90000000,12719489.57221100,0
2018-08-09,0.33197000,0.35799000,0.32800000,0.34410000,51832840.70000000,1533859199999,17804650.76097000,35793,29153531.50000000,10013175.93990000,0
2018-08-10,0.34410000,0.34689000,0.31236000,0.31897000,39269097.20000000,1533945599999,13024070.34551800,26036,21899735.50000000,7262515.14343400,0
2018-08-11,0.31897000,0.32008000,0.28740000,0.29784000,48724318.70000000,1534031999999,14620533.30793700,31688,26159515.30000000,7855464.60506600,0
2018-08-12,0.29708000,0.30938000,0.29401000,0.29547000,35382260.60000000,1534118399999,10652732.36464900,22096,20361325.40000000,6136660.78885600,0
2018-08-13,0.29575000,0.30900000,0.27127000,0.27430000,43767335.34000000,1534204799999,12811612.46521600,26230,23202489.80000000,6807697.63991200,0
2018-08-14,0.27430000,0.27732000,0.24672000,0.27250000,56101899.00000000,1534291199999,14596261.07098400,33635,30873810.80000000,8035707.35272200,0
2018-08-15,0.27280000,0.30234000,0.27280000,0.28039000,72676585.20000000,1534377599999,20916400.04275800,46747,39000634.10000000,11218554.14015800,0
2018-08-16,0.28000000,0.30184000,0.27550000,0.29142000,46325561.50000000,1534463999999,13404983.21132500,27218,26040842.40000000,7532781.92385000,0
2018-08-17,0.29161000,0.37506000,0.29085000,0.36720000,84683658.10000000,1534550399999,27589694.26522300,52662,46269677.00000000,15049110.59395500,0
2018-08-18,0.36721000,0.37000000,0.31039000,0.32829000,80106581.60000000,1534636799999,26958940.37206000,47049,41500438.00000000,13953408.70549900,0
2018-08-19,0.32848000,0.35281000,0.31600000,0.34201000,63806323.30000000,1534723199999,21565062.24004700,35020,34643807.90000000,11696643.40288700,0
2018-08-20,0.34201000,0.35095000,0.31280000,0.31499000,52378768.00000000,1534809599999,17505459.17843000,31552,27392419.50000000,9175537.33541600,0
2018-08-21,0.31500000,0.33799000,0.31302000,0.33339000,43866930.80000000,1534895999999,14398361.06901100,25584,24782264.70000000,8133957.71287400,0
2018-08-22,0.33398000,0.35499000,0.31039000,0.31850000,65706077.80000000,1534982399999,21938243.85830800,37654,35433810.50000000,11841011.52990100,0
2018-08-23,0.31849000,0.32958000,0.31306000,0.32630000,44849401.10000000,1535068799999,14416872.00522100,25117,25612693.20000000,8233941.12895900,0
2018-08-24,0.32630000,0.32900000,0.31577000,0.32646000,43010739.10000000,1535155199999,13888483.05474300,23872,26188252.70000000,8459584.47825700,0
2018-08-25,0.32647000,0.33200000,0.32160000,0.32702000,36349187.20000000,1535241599999,11877020.75102100,19914,21341487.70000000,6974630.71434700,0
2018-08-26,0.32759000,0.32912000,0.31800000,0.32276000,33496561.20000000,1535327999999,10820831.32835500,17944,19066844.80000000,6161471.36530200,0
2018-08-27,0.32277000,0.34062000,0.32145000,0.33901000,50870196.20000000,1535414399999,16729938.74001700,27370,30095791.00000000,9894661.80741000,0
2018-08-28,0.33900000,0.35809000,0.33423000,0.35128000,63583203.60000000,1535500799999,22005126.05074200,37204,36068008.00000000,12481633.71478500,0
2018-08-29,0.35067000,0.35560000,0.33361000,0.34494000,55136625.60000000,1535587199999,19087594.05001800,35052,30570911.70000000,10586905.67750500,0
2018-08-30,0.34494000,0.34660000,0.32252000,0.33518000,43887997.70000000,1535673599999,14597560.16761100,28767,23041490.20000000,7669139.05007100,0
2018-08-31,0.33470000,0.34900000,0.32728000,0.33530000,36467734.80000000,1535759999999,12146264.69397000,25134,21223299.80000000,7072382.80623500,0
2018-09-01,0.33530000,0.35517000,0.33476000,0.34699000,49527170.30000000,1535846399999,17041317.67028000,29880,29876912.10000000,10272099.00901000,0
2018-09-02,0.34698000,0.34918000,0.33000000,0.34253000,41314287.10000000,1535932799999,14133280.02829000,27346,21879965.00000000,7492250.58839200,0
2018-09-03,0.34237000,0.34387000,0.33300000,0.33493000,34536040.90000000,1536019199999,11646480.83505100,20604,18710834.80000000,6311001.01909300,0
2018-09-04,0.33491000,0.34157000,0.32819000,0.33116000,42441830.50000000,1536105599999,14216452.79891500,28147,24285090.80000000,8135678.67226500,0
2018-09-05,0.33116000,0.33400000,0.27720000,0.27889000,67385077.80000000,1536191999999,20531186.78434800,44268,35298034.70000000,10771449.71027500,0
2018-09-06,0.27899000,0.30700000,0.26760000,0.30179000,71823322.10000000,1536278399999,20773885.74110500,43031,36819256.60000000,10659597.82968200,0
2018-09-07,0.30182000,0.30445000,0.28092000,0.28690000,48139492.10000000,1536364799999,14113813.70695300,27913,24922068.50000000,7312277.39060900,0
2018-09-08,0.28686000,0.29400000,0.26891000,0.27679000,41246183.10000000,1536451199999,11708609.98226700,22777,22296990.40000000,6342352.49739600,0
2018-09-09,0.27665000,0.29080000,0.27000000,0.27660000,39852343.20000000,1536537599999,11184746.94660000,22591,22277418.00000000,6257706.29237300,0
2018-09-10,0.27699000,0.28263000,0.25900000,0.27000000,46733069.50000000,1536623999999,12644195.51187400,24307,26870943.70000000,7276644.61832700,0
2018-09-11,0.27000000,0.27600000,0.25261000,0.26314000,50280138.40000000,1536710399999,13240950.10664200,25846,26763506.10000000,7051664.81906100,0
2018-09-12,0.26349000,0.27413000,0.25308000,0.26990000,46434334.20000000,1536796799999,12188060.33128400,27096,24613315.70000000,6461414.63616400,0
2018-09-13,0.26959000,0.28641000,0.26760000,0.27933000,59569126.90000000,1536883199999,16495197.60199900,32253,31734754.70000000,8787289.90553500,0
2018-09-14,0.27892000,0.28670000,0.27138000,0.27571000,46466958.60000000,1536969599999,12953940.13387300,25499,24542681.30000000,6847133.62380300,0
2018-09-15,0.27610000,0.28489000,0.27533000,0.28031000,33938106.10000000,1537055999999,9518765.10153400,17204,18733812.30000000,5256877.50992400,0
2018-09-16,0.28030000,0.28229000,0.27351000,0.28122000,32576561.40000000,1537142399999,9086763.53484500,17859,18290197.80000000,5103293.31697600,0
2018-09-17,0.28122000,0.28373000,0.26662000,0.27060000,48278145.20000000,1537228799999,13290945.92209700,24607,24407956.40000000,6732886.88978100,0
2018-09-18,0.27060000,0.33700000,0.26900000,0.31897000,161707328.60000000,1537315199999,50292944.44034800,78869,83667152.50000000,26007642.44772200,0
2018-09-19,0.31898000,0.33700000,0.31090000,0.32679000,104736271.20000000,1537401599999,33882388.90296400,51251,51054085.20000000,16521962.86267300,0
2018-09-20,0.32718000,0.49200000,0.32103000,0.44819000,273416987.80000000,1537487999999,109122045.13207900,140593,138687072.00000000,55132330.02501600,0
2018-09-21,0.44877000,0.80000000,0.41850000,0.56405000,699259999.14000000,1537574399999,395455074.77648310,410141,346028319.21000000,195424790.76615550,0
2018-09-22,0.56399000,0.63000000,0.49094000,0.57368000,384055321.90000000,1537660799999,216942129.57462500,220021,185013652.80000000,104552461.26494800,0
2018-09-23,0.57249000,0.59975000,0.55501000,0.57190000,176776991.60000000,1537747199999,101737621.93734400,98848,91407347.50000000,52618201.70966800,0
2018-09-24,0.57190000,0.58310000,0.48256000,0.49358000,220968527.30000000,1537833599999,117393707.83508900,126716,108819181.80000000,57906803.42630000,0
2018-09-25,0.49235000,0.54900000,0.43558000,0.52560000,381527240.40000000,1537919999999,180801292.09516400,190435,186295904.70000000,88221849.66936500,0
2018-09-26,0.52633000,0.57299000,0.48364000,0.51300000,418985950.30000000,1538006399999,221539769.83941200,232712,205581850.80000000,108748358.47705200,0
2018-09-27,0.51343000,0.55500000,0.50578000,0.54305000,195704174.80000000,1538092799999,103926811.59167100,117620,99833041.10000000,53041448.09660300,0
2018-09-28,0.54305000,0.55000000,0.51624000,0.54025000,169084867.60000000,1538179199999,90519036.61472500,100050,84634732.10000000,45332995.52294500,0
2018-09-29,0.54026000,0.59680000,0.52505000,0.56876000,216560342.70000000,1538265599999,121708052.31698600,114772,111285279.70000000,62534819.76376400,0
2018-09-30,0.56875000,0.62604000,0.55744000,0.58257000,249779723.50000000,1538351999999,147310824.20195700,138712,126855785.60000000,74868861.43990100,0
2018-10-01,0.58257000,0.60590000,0.53200000,0.57760000,268385710.50000000,1538438399999,153441259.04801500,157725,135506246.20000000,77512655.25984400,0
2018-10-02,0.57734000,0.58038000,0.51500000,0.51692000,162916775.70000000,1538524799999,90278192.03714300,103186,80730818.80000000,44786329.54042900,0
2018-10-03,0.51692000,0.53880000,0.50785000,0.52930000,170746863.20000000,1538611199999,89419690.10836500,102025,88882259.90000000,46555144.30128300,0
2018-10-04,0.52982000,0.54999000,0.52570000,0.52940000,121125329.60000000,1538697599999,65086638.52703800,68453,64474905.70000000,34642485.02711900,0
2018-10-05,0.52921000,0.53331000,0.51031000,0.52110000,101220917.60000000,1538783999999,52684486.18060600,62811,52931144.40000000,27557442.49662000,0
2018-10-06,0.52098000,0.52260000,0.46859000,0.48964000,141936655.10000000,1538870399999,70038792.15877900,79527,73894171.90000000,36489441.11297800,0
2018-10-07,0.48930000,0.49149000,0.46666000,0.48269000,98985658.40000000,1538956799999,47221735.87945500,54514,53573580.80000000,25572983.10601500,0
2018-10-08,0.48260000,0.50449000,0.47824000,0.49335000,119530087.10000000,1539043199999,58662978.51304900,63907,62065836.70000000,30463775.27867600,0
2018-10-09,0.49302000,0.49387000,0.47108000,0.48199000,87513820.20000000,1539129599999,42189815.07314700,46959,48443338.90000000,23356271.47160600,0
2018-10-10,0.48171000,0.48171000,0.46066000,0.46605000,87026618.70000000,1539215999999,40924381.51094700,47831,48016424.50000000,22575110.87824000,0
2018-10-11,0.46632000,0.46632000,0.37713000,0.38315000,214466238.80000000,1539302399999,88997910.78655500,112771,100612511.30000000,41613946.22881700,0
2018-10-12,0.38319000,0.44953000,0.37685000,0.42071000,182232226.90000000,1539388799999,76885040.55234200,97604,95429529.90000000,40204171.21096200,0
2018-10-13,0.42071000,0.43200000,0.41700000,0.42270000,73115932.00000000,1539475199999,30906424.39996500,38313,42820640.60000000,18102939.48533700,0
2018-10-14,0.42259000,0.43057000,0.40321000,0.40994000,82556004.20000000,1539561599999,34881006.74922800,40584,47957664.10000000,20256807.49929400,0
2018-10-15,0.40951000,0.52179000,0.39771000,0.46168000,287232730.00000000,1539647999999,132802904.81125900,145064,145537136.60000000,67237151.19387200,0
2018-10-16,0.46183000,0.48896000,0.45554000,0.48352000,126629832.40000000,1539734399999,59718125.92855600,73496,67608358.70000000,31871432.21698800,0
2018-10-17,0.48352000,0.49818000,0.47201000,0.48437000,110247010.20000000,1539820799999,53342652.04956300,63293,59001944.00000000,28561865.98105100,0
2018-10-18,0.48383000,0.49408000,0.45600000,0.46750000,98622485.80000000,1539907199999,46871048.16280200,57549,53129746.50000000,25268288.57761100,0
2018-10-19,0.46848000,0.47300000,0.45800000,0.46077000,54642245.20000000,1539993599999,25322985.79479800,30723,30648922.20000000,14208064.57828300,0
2018-10-20,0.46103000,0.47293000,0.45633000,0.46788000,62948221.80000000,1540079999999,29410276.41881400,36228,38343134.60000000,17917190.11685000,0
2018-10-21,0.46772000,0.47476000,0.46350000,0.46458000,48975343.90000000,1540166399999,22991998.32916800,27796,28174398.20000000,13227432.57863900,0
2018-10-22,0.46458000,0.46901000,0.45475000,0.46192000,41455391.50000000,1540252799999,19174006.37567400,34288,25619782.70000000,11857764.21837400,0
2018-10-23,0.46163000,0.48649000,0.44400000,0.47006000,58195282.80000000,1540339199999,26921368.90895700,49333,28866594.10000000,13358009.30287200,0
2018-10-24,0.47005000,0.47800000,0.46000000,0.46402000,36421466.10000000,1540425599999,17124032.95069900,27432,17386069.30000000,8179751.01233400,0
2018-10-25,0.46401000,0.47310000,0.45688000,0.46351000,34586029.50000000,1540511999999,16056625.64538000,25920,17958557.80000000,8339860.22952000,0
2018-10-26,0.46351000,0.47100000,0.45923000,0.46657000,38006244.60000000,1540598399999,17679448.15415100,24187,22442281.30000000,10444637.70813200,0
2018-10-27,0.46657000,0.46810000,0.45760000,0.46012000,35912703.00000000,1540684799999,16602118.64557900,21200,21454782.70000000,9920214.65037200,0
2018-10-28,0.46010000,0.46695000,0.45800000,0.46472000,36212879.30000000,1540771199999,16701624.47066000,18212,22229121.10000000,10253538.54603200,0
2018-10-29,0.46483000,0.46516000,0.43430000,0.44506000,48934076.30000000,1540857599999,21992327.24905200,31507,25195260.50000000,11327037.16173100,0
2018-10-30,0.44554000,0.45500000,0.44400000,0.44749000,28201734.60000000,1540943999999,12642203.42129200,19797,15239668.90000000,6831986.39000900,0
2018-10-31,0.44734000,0.46097000,0.43750000,0.45418000,34928585.50000000,1541030399999,15682781.88160300,24072,19503577.40000000,8762106.08163300,0
2018-11-01,0.45418000,0.46200000,0.44850000,0.46141000,28279669.60000000,1541116799999,12870451.82088900,18865,15258640.90000000,6950099.20941600,0
2018-11-02,0.46137000,0.46899000,0.45901000,0.46300000,35704076.70000000,1541203199999,16544229.85945300,23077,18339304.60000000,8502329.04508600,0
2018-11-03,0.46281000,0.46449000,0.45433000,0.45713000,28318009.20000000,1541289599999,12982479.36890700,16664,13921768.20000000,6384908.88131500,0
2018-11-04,0.45706000,0.47959000,0.44955000,0.46999000,50696119.70000000,1541375999999,23552335.65847600,34635,25344085.40000000,11782102.66792000,0
2018-11-05,0.46999000,0.50644000,0.46100000,0.50220000,76939385.10000000,1541462399999,37157243.65075400,51511,40243888.40000000,19453230.58263600,0
2018-11-06,0.50220000,0.56878000,0.50053000,0.55523000,165152551.20000000,1541548799999,88002414.58841000,124811,82142058.90000000,43771517.75887200,0
